R,G,B,Label
16.0719,19.624,4.1246,0
16.9148,17.692,1.4517,0
20.2003,25.7845,9.3228,0
19.3208,26.7087,13.2003,0
25.0446,89.6883,96.518,0
31.0763,78.8087,65.1663,0
26.733,73.8596,57.9624,0
13.4923,17.3688,5.5276,0
23.9903,61.9875,54.0162,0
26.6133,76.1538,64.3558,0
32.0058,112.7601,106.6846,0
24.762,46.6112,27.152,0
15.0507,17.6481,6.8722,0
21.2935,31.3689,13.5374,0
35.5467,117.0955,112.8131,0
30.6562,64.0648,42.3471,0
27.4215,42.4242,17.3613,0
26.7552,28.3962,5.9941,0
25.3644,25.9205,4.745,0
31.8082,32.882,9.5467,0
26.3067,28.1352,6.9481,0
29.8322,35.7284,15.0615,0
31.8015,46.114,21.4723,0
40.386,70.0201,118.5611,0
28.2149,50.7832,94.2941,0
45.8003,58.1982,75.8417,0
53.6131,57.4593,53.3296,0
48.5449,63.8512,81.6885,0
35.3623,45.6048,58.256,0
31.6188,41.6023,53.3165,0
33.4463,43.406,53.6795,0
36.1822,53.7947,80.6001,0
44.9788,69.7525,102.8647,0
49.9704,71.4402,98.3282,0
54.3556,58.8209,53.2297,0
44.9851,54.0979,58.3522,0
46.321,51.8234,48.9425,0
37.6886,40.053,36.9593,0
39.3577,42.7415,40.0348,0
44.4465,48.685,48.1878,0
30.31,31.7251,33.1088,0
40.1745,43.1957,54.8219,0
41.612,41.0145,39.3381,0
50.2806,49.9217,38.5584,0
36.0899,36.2747,29.4972,0
44.5817,45.5559,39.0452,0
53.9061,53.0625,40.7547,0
38.0818,69.8591,126.2675,0
34.513,52.6682,88.3229,0
54.4846,77.814,116.4843,0
52.3033,71.1165,100.0218,0
48.799,69.8798,93.7312,0
41.9153,55.7354,68.1693,0
37.9457,49.3501,63.5921,0
43.5912,51.943,56.9624,0
25.6658,28.7068,29.1073,0
36.3758,40.7904,39.7554,0
28.9541,32.5772,34.9547,0
29.4582,35.8635,42.5581,0
53.1822,68.7335,80.7232,0
48.5622,55.6751,54.7373,0
40.0329,40.4697,33.7433,0
38.8353,41.7009,39.9805,0
46.5141,52.314,62.4603,0
35.955,38.4521,39.6305,0
51.2634,52.8295,47.4032,0
42.1526,42.2212,34.2475,0
29.9896,30.3146,25.4369,0
32.3423,32.6453,27.742,0
33.6137,33.9283,29.5857,0
44.1482,44.1109,36.8965,0
34.4364,50.9274,78.9014,0
41.7323,65.9579,109.5416,0
35.4515,54.7798,80.273,0
35.2792,48.022,75.0645,0
52.2233,69.7399,93.0873,0
43.5245,53.7389,67.1339,0
30.9173,37.9781,49.6622,0
31.315,48.3625,78.047,0
46.8677,59.9629,79.7763,0
64.5083,71.8389,69.276,0
38.8794,45.8879,50.8378,0
52.7082,63.6206,71.5773,0
28.6888,33.5925,36.8111,0
42.2698,43.9738,39.3809,0
41.8173,46.3867,53.0226,0
34.4219,35.2121,30.994,0
36.505,36.8404,32.0572,0
35.739,36.0282,30.7259,0
28.5731,29.4185,24.9299,0
26.9523,27.1708,23.851,0
25.6325,26.4385,22.8836,0
32.5567,32.9126,25.9045,0
38.6091,37.8143,28.7114,0
30.6224,30.9097,29.1032,0
42.9552,64.3153,102.5886,0
46.8992,79.2506,127.3472,0
32.3556,42.3186,55.8784,0
46.8196,65.1236,93.2849,0
49.5487,74.0272,116.0179,0
52.3708,67.4187,92.5027,0
48.8922,64.3784,90.3595,0
51.3033,73.1625,101.9921,0
56.4423,71.9126,97.0815,0
57.5681,73.8491,97.5895,0
57.9411,61.7883,55.1806,0
27.849,32.9834,37.3274,0
37.9108,43.3689,42.4556,0
35.987,39.7635,39.6586,0
41.6477,43.8871,40.2797,0
38.0202,40.0478,37.4103,0
30.7422,30.8735,26.1235,0
23.9901,25.9875,25.878,0
22.1362,23.645,22.515,0
33.8818,33.2707,30.1741,0
43.5854,41.2857,37.9054,0
26.805,26.9029,23.6477,0
28.4752,29.6767,28.7344,0
50.1123,53.9966,82.0132,0
59.4323,91.6572,151.1232,0
49.395,77.7214,121.2683,0
36.0691,54.6144,77.8444,0
43.6547,62.3119,96.0513,0
65.0341,99.3921,159.8236,0
76.2376,102.5437,143.9385,0
76.2967,86.3105,102.6399,0
49.618,69.5028,101.3115,0
38.2779,59.5514,89.4731,0
38.3755,46.0238,51.4721,0
38.3117,41.1857,38.1262,0
31.2599,34.0285,31.8566,0
58.8913,62.9605,56.4434,0
41.8025,43.0496,37.1585,0
32.3905,33.8461,29.7949,0
25.8722,26.818,22.9354,0
36.0765,36.4239,29.2002,0
25.7443,26.8278,24.049,0
32.1139,32.1539,27.0441,0
30.1269,30.7272,27.6119,0
23.5821,24.3861,23.5254,0
31.9031,32.3168,29.2028,0
34.0746,34.2611,27.9616,0
25.8734,26.1418,22.9186,0
28.3251,36.1144,47.8084,0
42.2972,61.5458,92.547,0
52.4466,76.4826,116.3866,0
41.5476,61.2124,86.1323,0
40.1335,57.7954,81.3141,0
39.3492,56.1413,82.3523,0
35.5947,41.494,48.7749,0
30.5268,34.068,38.6204,0
45.049,54.0565,58.374,0
22.3245,24.3385,27.1118,0
28.3049,28.6014,28.6548,0
41.5927,48.0441,53.6034,0
39.3698,48.6668,62.8957,0
41.1716,44.7556,40.3508,0
45.0301,46.4852,40.0283,0
36.7755,36.5646,29.4254,0
24.2604,25.4939,24.987,0
30.1897,30.8259,26.0738,0
34.2538,34.7813,29.9205,0
25.6123,26.6464,24.7603,0
20.9684,22.7752,22.1097,0
27.7157,28.1876,26.1298,0
24.4283,25.7551,24.749,0
31.4653,31.5033,31.9069,0
43.7386,62.3112,89.4054,0
38.4218,58.4663,84.8702,0
28.4179,36.3894,42.1386,0
42.3207,57.0442,71.4388,0
26.8108,36.5317,45.5791,0
28.4277,38.6977,48.9751,0
28.7741,36.285,43.1728,0
27.8118,27.6325,29.2962,0
38.3407,42.5012,40.8065,0
27.0215,31.6905,38.8302,0
28.7588,31.4268,37.6614,0
55.2269,66.1467,89.1434,0
68.6273,82.9645,106.658,0
46.6955,61.1951,81.4389,0
42.9811,51.4422,61.3776,0
38.5229,40.7831,44.0631,0
34.8759,42.7204,61.7599,0
23.4918,24.3809,23.1472,0
22.9488,24.0238,22.355,0
29.7379,30.0343,25.7905,0
20.7443,22.0682,22.2157,0
20.6479,21.8541,21.3602,0
23.5892,24.7906,24.7261,0
31.2997,34.2753,42.8325,0
31.9762,41.4054,46.9213,0
30.1807,37.9245,41.9142,0
20.1818,24.8367,25.6446,0
39.1746,49.0413,54.1458,0
32.6846,42.6082,53.4141,0
49.1229,55.8689,53.9698,0
37.1776,41.6867,41.9052,0
28.5114,30.6677,31.5589,0
22.6953,25.0352,28.2032,0
34.6715,36.1558,32.8219,0
32.2149,37.094,41.6814,0
45.3516,50.3099,65.7504,0
57.5559,61.0539,56.7469,0
29.9674,33.1414,36.2911,0
27.6726,29.2201,28.6211,0
34.612,34.3649,27.5559,0
30.4041,30.7969,27.2784,0
24.2177,25.0922,27.9848,0
28.9513,29.2354,24.8092,0
21.2184,22.8876,21.8417,0
23.2886,24.8363,23.7835,0
26.4752,27.5516,25.8182,0
19.456,20.7384,20.4584,0
29.0668,29.5689,26.8126,0
34.1434,49.0055,65.8509,0
28.876,41.0006,54.0134,0
21.975,26.7374,28.2755,0
24.3763,30.2045,32.6821,0
28.2339,34.2255,38.573,0
32.2534,38.325,39.1451,0
21.0383,24.8972,24.8388,0
21.36,23.0005,21.8487,0
48.0034,49.1862,41.6234,0
18.7033,22.8825,27.3638,0
22.2016,27.0347,37.5942,0
43.5202,47.6326,52.324,0
29.4521,31.8761,33.8113,0
31.7741,33.8361,31.9464,0
22.3177,24.6538,25.6457,0
26.8738,27.2089,24.2367,0
29.5977,30.8496,28.7277,0
18.2611,20.6877,20.3555,0
23.2379,24.4075,23.4188,0
24.2499,26.651,25.985,0
20.5993,22.2619,21.4191,0
26.9054,27.7309,26.1321,0
21.2473,22.0844,21.4392,0
24.759,25.4019,24.6906,0
30.982,42.2064,50.5175,0
32.047,40.533,46.3341,0
22.9056,26.702,27.4552,0
20.1549,24.5732,25.3928,0
23.3226,27.5283,27.4327,0
29.2378,31.9222,30.8617,0
22.324,25.4799,24.9128,0
21.4602,25.7593,26.0154,0
19.2895,25.7514,39.3307,0
21.4201,27.693,44.7477,0
20.6985,23.4648,23.9058,0
39.5484,40.9743,35.1087,0
32.4344,34.4519,34.5018,0
28.0832,30.3589,29.6383,0
26.2367,29.1364,29.1551,0
29.0847,29.3883,29.7226,0
24.084,23.8592,26.1496,0
24.8543,25.9149,25.2112,0
25.6076,27.1453,26.0014,0
27.8311,28.6538,25.7815,0
19.0289,21.1561,20.8566,0
27.3898,29.6578,27.7792,0
22.4797,24.3257,23.8804,0
23.0311,32.3354,48.5845,0
30.8657,50.4844,77.0639,0
22.7799,29.9095,37.1819,0
23.3634,27.3702,38.1997,0
32.6148,39.577,49.7871,0
27.4155,30.3188,31.9983,0
24.2019,26.8375,26.2262,0
19.2878,23.4182,23.3491,0
28.5231,31.0017,29.9849,0
21.3218,24.1899,24.5429,0
18.5299,20.6562,21.9245,0
27.3439,29.1136,26.9392,0
20.759,23.8711,23.1249,0
25.6947,26.9016,27.1831,0
31.0321,30.701,33.8684,0
52.6173,49.3284,60.1282,0
66.2047,67.421,77.7731,0
44.6974,41.9597,47.8294,0
27.6995,27.2286,26.128,0
26.0498,25.3966,26.309,0
25.1316,25.0018,25.6567,0
22.9921,25.1992,25.6613,0
26.5427,28.0546,25.7131,0
40.4458,40.4917,32.0484,0
42.3085,43.3462,37.1828,0
25.9241,36.61,53.9444,0
31.8648,41.5116,57.8287,0
35.4463,55.1615,102.4883,0
51.6,65.0585,97.1558,0
28.5775,36.9254,50.2219,0
21.9939,47.7376,102.1282,0
17.9324,24.5803,31.2177,0
19.9743,32.0842,54.3378,0
19.213,25.7805,35.1225,0
20.6651,22.6864,22.6903,0
19.6623,22.1354,22.1047,0
19.6086,22.6032,22.1086,0
29.6899,30.5628,27.5247,0
35.8752,38.2756,43.9827,0
41.2668,44.7689,49.7883,0
43.0905,42.6663,42.9033,0
41.0243,39.6406,49.5497,0
25.6046,26.9714,26.0071,0
31.6267,30.8803,25.8379,0
33.4104,33.2463,25.942,0
23.8695,25.0819,23.4479,0
21.3026,22.9026,21.8163,0
22.1485,23.8052,23.317,0
27.5523,30.2647,30.5319,0
25.8547,36.0562,47.4679,0
27.2125,35.478,55.0577,0
40.9592,51.2147,78.7244,0
48.5211,50.0878,43.9515,0
23.8649,26.8897,26.6815,0
25.4635,33.2226,46.8008,0
22.2596,26.366,28.6755,0
19.9268,33.7541,59.1765,0
17.6786,24.5734,32.8536,0
18.1276,21.5557,20.9106,0
19.9179,23.3443,22.8135,0
26.0562,28.5536,29.2282,0
50.3655,45.4407,43.583,0
27.4182,27.7037,25.2267,0
25.9321,26.1789,23.9546,0
32.0497,31.2436,38.2398,0
37.5975,35.0967,41.5005,0
30.4823,30.1649,32.9449,0
29.7691,30.1556,25.6013,0
21.8122,23.7891,21.8136,0
25.7246,26.2235,24.5388,0
28.8598,29.7999,25.9692,0
22.0771,23.0773,21.9206,0
22.7501,23.6325,21.8524,0
29.2631,41.2158,64.0694,0
24.9331,31.1637,42.3028,0
33.6544,39.8358,55.2308,0
72.4002,76.6719,85.1923,0
39.2601,39.664,40.9621,0
22.496,25.1129,25.4654,0
18.5761,23.1731,32.0157,0
17.1408,20.3453,21.9609,0
29.4688,30.9787,28.5003,0
21.738,25.0182,24.38,0
17.7783,20.8761,20.1852,0
21.9468,23.9251,23.3663,0
40.5122,40.3828,33.0013,0
27.5034,28.3593,25.6322,0
36.9865,46.0184,65.4886,0
35.1113,36.4478,44.1465,0
45.4586,50.7377,67.6474,0
30.0286,32.8782,37.6744,0
21.0179,22.9705,21.6728,0
19.0428,20.8846,20.6807,0
24.5082,25.4347,21.9733,0
30.6431,30.8072,25.6921,0
28.0991,29.1238,27.2401,0
28.096,29.4217,27.3633,0
28.8085,35.918,41.8358,0
19.7959,24.5068,29.0046,0
27.3402,31.4227,33.8163,0
21.9735,25.8984,25.9246,0
22.4925,25.0172,24.6359,0
25.3544,27.3782,25.8099,0
20.2042,24.2645,24.821,0
19.944,21.0964,24.81,0
23.2894,25.7552,24.247,0
21.131,29.262,40.1145,0
20.9767,27.4233,36.2772,0
24.3297,26.6402,26.2429,0
22.2002,24.102,23.9954,0
23.6164,25.7422,25.276,0
23.0691,25.5895,25.1004,0
21.64,23.6939,25.1777,0
23.5815,26.4961,27.4424,0
24.9958,27.2615,28.092,0
22.0743,25.2924,28.7637,0
24.6557,34.0418,53.0874,0
17.617,19.9011,19.6037,0
25.2658,26.6365,25.3565,0
25.0751,27.6432,27.7983,0
26.1805,27.3695,26.1558,0
29.5774,40.8442,57.1664,0
18.812,23.423,26.8036,0
21.3129,28.1017,37.1048,0
20.0258,23.7252,25.9083,0
33.8744,37.0712,35.3695,0
24.3323,26.0895,24.5807,0
22.0084,25.06,25.3758,0
19.0232,20.5257,24.0478,0
25.3521,27.9382,28.6483,0
17.7602,27.7518,42.3397,0
25.5993,29.0174,29.2464,0
24.9687,29.3375,30.5998,0
23.7254,25.4017,23.7415,0
24.8561,27.1229,26.6038,0
22.7245,25.3343,27.3922,0
31.5929,36.6647,43.8365,0
40.1126,49.664,63.3078,0
30.1961,38.4577,48.6348,0
36.4218,47.8617,69.6249,0
30.8745,37.9648,49.1816,0
18.3038,20.5095,20.1554,0
27.1621,28.4046,27.3003,0
25.3573,27.0524,25.81,0
20.4561,21.9138,22.3577,0
53.3251,64.881,85.3909,0
49.7223,60.5083,89.3259,0
42.5158,43.8971,42.444,0
23.3038,29.196,41.113,0
25.5824,31.0315,44.7629,0
25.655,29.5743,30.4074,0
19.7166,22.5596,23.1157,0
23.7753,25.8965,24.8635,0
25.0357,40.5727,74.3827,0
22.425,43.1215,89.5995,0
21.1635,23.5073,26.2094,0
30.2974,35.4628,41.5386,0
40.5658,46.3213,49.8797,0
38.1961,41.7504,43.082,0
27.9143,31.9245,33.2189,0
40.6191,50.2891,56.7851,0
41.5427,52.3945,63.2777,0
43.4659,60.1797,96.2067,0
28.0586,50.5526,104.2932,0
23.3389,48.9788,110.603,0
20.0713,29.837,46.7529,0
20.6742,22.9073,22.7674,0
19.5354,22.5362,22.153,0
22.0064,23.102,23.606,0
40.0274,58.9823,95.9052,0
35.7374,42.9274,53.7872,0
35.1391,54.8315,99.3805,0
18.8299,22.2778,24.5331,0
31.759,48.2708,86.3669,0
27.1934,34.9528,48.0952,0
22.6733,37.7364,75.1328,0
42.1436,41.3808,36.787,0
24.4307,29.4995,40.1547,0
21.8418,39.8421,79.8766,0
28.3507,30.8163,39.3884,0
45.188,47.5125,76.6977,0
47.4016,54.4544,64.934,0
72.9361,80.5123,85.8613,0
114.9613,113.3539,83.8765,2
118.2056,112.5012,73.4693,2
110.9041,112.5747,98.3527,2
80.2309,91.2137,110.3452,0
25.1625,49.4989,112.1575,0
24.0227,43.9999,87.6356,0
23.7331,35.9218,53.391,0
21.103,29.2203,39.949,0
19.6198,22.9424,22.7374,0
23.0356,24.9818,24.2384,0
46.9743,66.8228,112.9552,0
45.4547,55.7185,72.0761,0
27.501,45.3818,81.6139,0
23.9876,31.7252,43.8361,0
42.991,50.0324,61.7897,0
32.3112,58.3432,122.5035,0
31.4311,58.5438,124.1325,0
24.6978,33.9777,51.8028,0
23.6044,33.1931,53.8752,0
22.6213,28.6984,37.4278,0
25.6343,38.206,60.2667,0
27.4843,48.9608,102.8089,0
53.0094,64.4721,80.6262,0
138.2637,136.6157,107.2719,2
125.375,119.6961,76.5219,2
122.5146,116.6128,74.3653,2
110.2051,103.6725,62.3078,2
119.575,121.1912,109.1385,0
28.8444,60.0141,140.4488,0
24.2768,40.6982,75.9267,0
25.7374,38.6816,56.9771,0
24.6005,39.4451,69.4165,0
36.2874,45.7304,67.4167,0
23.5525,28.7658,33.8185,0
29.9878,40.0133,56.8285,0
40.4846,54.5846,89.6752,0
37.5785,42.1629,50.4317,0
22.9861,33.0342,51.7218,0
45.2514,58.2861,81.2703,0
44.4541,55.7687,74.1321,0
51.4454,64.2922,88.061,0
30.3776,45.533,78.2022,0
33.415,41.8738,56.3813,0
35.6563,45.2183,61.6986,0
40.6562,66.0901,122.9077,0
43.1279,58.7181,88.4211,0
105.7515,107.2648,88.6775,2
130.5771,124.9532,83.0653,2
82.1569,84.1022,73.5535,0
99.3366,99.708,82.9569,2
105.5459,98.5366,55.1722,2
95.0783,96.3603,96.4446,0
20.2697,51.9165,140.9027,0
20.3339,42.378,93.7777,0
27.9688,46.0737,83.1873,0
21.5942,54.3622,136.3771,0
23.764,32.8237,49.458,0
29.0108,32.1871,31.8546,0
34.8308,45.7253,64.7267,0
38.7649,57.0253,102.0551,0
39.1101,45.5101,53.9024,0
30.5873,41.8701,60.1812,0
104.321,105.5823,92.4681,2
127.7538,122.5912,82.8619,2
119.5274,113.5765,70.7595,2
121.8533,117.0234,79.6054,2
85.3329,87.2433,76.9734,2
55.1272,65.0998,78.2923,0
52.6663,63.0526,76.9131,0
67.0044,76.6228,84.374,0
131.2965,126.6829,85.6372,2
92.7523,94.9502,82.9869,2
59.9419,64.4672,68.7127,0
121.0385,116.2302,80.295,2
121.1659,116.0223,78.3364,2
85.5642,90.0741,80.4751,0
39.3492,55.653,89.9755,0
66.8922,70.3088,69.2529,0
48.9321,56.2223,64.8106,0
27.9666,39.1342,65.5306,0
26.1202,28.0698,26.9497,0
32.6494,39.0606,45.3638,0
73.0775,80.5814,89.6486,0
58.8564,74.1378,100.85,0
42.7653,50.3535,57.7047,0
64.1565,72.0206,71.7089,0
125.2638,119.8297,79.649,2
99.1606,96.3361,72.7436,2
86.995,86.0054,69.8093,0
78.17,74.2999,52.0472,2
101.3599,94.6374,54.4084,2
115.547,109.556,70.1204,2
116.21,110.2237,73.0845,2
125.5086,120.1194,75.5367,2
99.2717,101.7994,83.559,2
48.9598,63.2982,82.889,0
106.8084,105.4225,74.7641,2
126.2484,121.5987,82.0346,2
93.7467,95.3069,80.0463,0
92.712,101.0676,96.1976,0
128.288,123.8829,83.8861,2
122.4271,116.1406,71.4214,2
134.3787,128.7202,89.7421,2
88.2247,87.5475,68.6317,2
36.7119,39.9539,43.7295,0
27.8473,32.017,38.6339,0
59.4496,63.36,71.2143,0
39.6158,58.1082,104.7213,0
83.8422,93.4164,102.3006,0
119.5652,116.5579,84.0878,2
93.4847,96.0389,88.2176,0
48.3708,55.2986,70.612,0
27.0645,36.2683,53.2512,0
24.6907,31.9621,44.2952,0
39.3036,40.6882,39.677,0
72.7803,69.6071,48.1029,2
96.7662,90.0029,51.5792,2
83.9329,81.7834,54.5504,2
50.5414,56.6113,57.644,0
118.3515,113.9101,83.3268,2
122.1511,117.1896,76.9915,2
70.0133,78.4007,76.7574,0
73.144,82.138,80.163,0
148.1244,143.8455,105.1039,2
132.6622,127.7086,89.0995,2
134.6613,130.1507,89.9011,2
129.1431,123.3199,79.0408,2
124.7339,118.3034,72.7009,2
70.295,72.3443,63.1126,0
21.7722,29.8442,37.3338,0
79.8974,78.9545,87.2253,0
87.6805,94.9961,100.1936,0
113.396,112.2257,90.1391,2
118.8673,115.7522,90.417,2
26.9172,42.1129,73.2395,0
23.2882,29.5623,40.3701,0
20.4135,22.7446,23.642,0
20.9789,28.0659,38.7051,0
18.3416,23.2623,26.9547,0
21.4853,36.2448,63.6404,0
23.0179,38.4393,70.9189,0
29.9914,34.4043,40.2069,0
111.7888,106.7001,70.0985,2
101.9222,95.3459,52.7664,2
73.1417,74.4814,66.594,0
76.1989,82.2295,79.0994,0
127.7533,122.7411,81.8365,2
113.543,115.0496,92.2011,2
88.9505,88.7501,79.8336,0
80.3772,82.5383,82.2943,0
57.2938,66.0833,80.0806,0
108.272,100.5262,61.6902,2
115.3532,108.7993,70.2778,2
30.5633,37.9575,43.7709,0
86.8947,84.2132,94.1644,0
130.1173,128.6359,105.4054,2
113.9973,109.5601,78.7644,2
68.0628,75.4186,83.7371,0
20.1682,41.4629,91.0798,0
32.4849,50.3235,89.7141,0
25.4369,30.1128,40.7059,0
20.0388,39.037,83.4633,0
21.5059,33.6644,56.6228,0
23.7758,34.4717,53.4473,0
33.9671,49.949,86.5109,0
65.4218,65.8098,55.3712,0
103.7669,95.3472,48.9043,2
86.4853,79.9467,59.8134,2
47.9767,54.4858,61.6665,0
114.4053,110.9892,76.4298,2
122.5613,118.1228,80.9256,2
70.4231,80.7071,91.6313,0
48.9682,56.925,71.966,0
23.6153,44.7278,92.5333,0
20.7429,42.8547,93.5104,0
34.2574,44.9984,61.081,0
74.6016,78.7223,70.3194,2
67.25,67.5114,56.1897,0
131.3908,133.7743,117.7816,2
118.6958,114.1334,78.922,2
111.2319,112.8955,101.2669,0
34.8622,49.2582,85.7782,0
21.0693,28.2773,42.6922,0
41.0146,57.2384,88.4846,0
29.104,45.7826,83.6172,0
25.5965,45.6419,96.7652,0
24.6967,40.5851,77.0787,0
28.5344,42.407,68.8355,0
28.1002,42.9322,73.5282,0
72.2652,70.5785,58.8306,0
89.8922,81.9316,36.9566,2
99.772,92.81,61.9991,2
102.5683,98.2336,69.92,2
98.6234,92.5025,53.9027,2
72.8813,78.3913,76.6116,0
47.0446,55.3087,71.4591,0
35.4596,47.3042,70.221,0
22.0092,41.6155,87.654,0
19.6819,47.2536,117.9606,0
20.9278,33.7572,56.6552,0
35.4989,57.5068,108.3289,0
92.6405,88.051,57.5591,2
126.6133,121.4521,82.4995,2
110.2836,107.5395,88.7521,0
77.4255,79.5297,78.4347,0
27.5907,65.0754,160.938,0
27.9433,46.1888,89.2395,0
20.299,29.1978,51.0714,0
25.8624,34.1208,54.0996,0
22.3237,35.7132,65.3506,0
22.6334,45.0421,104.0792,0
16.4293,22.5161,28.0174,0
21.3882,35.3999,57.5518,0
26.8827,32.7858,45.0571,0
79.0341,74.9127,46.3508,2
88.5718,81.581,43.8867,2
94.1144,86.753,50.6806,2
106.7204,101.4975,81.9975,0
40.0071,58.6713,100.2113,0
28.1837,39.0308,62.2284,0
31.2778,39.1959,52.9833,0
22.1091,35.8287,56.6549,0
20.6382,31.8765,49.655,0
20.6394,27.323,37.1114,0
33.9286,43.876,61.0041,0
92.5455,85.6851,51.1789,2
113.7809,112.7481,92.1947,0
111.2096,107.9925,96.2826,0
46.9091,61.8002,106.4561,0
20.916,35.4071,72.7942,0
27.9087,40.8212,73.7198,0
22.64,29.3346,45.298,0
30.5154,46.5432,82.195,0
21.4203,30.6906,49.3483,0
25.8959,51.8096,119.7278,0
18.4252,29.4543,54.9622,0
20.866,36.1295,69.4469,0
21.496,41.8367,93.4059,0
29.9295,35.534,47.7322,0
61.532,58.962,45.5529,0
88.4628,82.4209,73.8212,0
45.9846,53.273,73.1388,0
28.5476,48.462,95.2951,0
23.0464,43.0636,95.4552,0
23.0845,33.3408,50.2843,0
25.2603,42.98,74.1211,0
22.2081,35.1736,54.6475,0
24.5839,41.7374,73.5909,0
28.718,42.247,70.2354,0
38.5526,49.2094,66.3188,0
75.8885,79.8888,82.8181,0
96.5785,99.2808,92.3921,0
55.0611,63.5051,86.1261,0
30.6173,50.8917,99.0891,0
20.5628,31.0907,53.1648,0
29.4167,45.4487,87.7917,0
30.4735,50.667,100.3313,0
24.7176,47.3379,105.7238,0
20.2563,34.1097,62.0585,0
19.2551,29.5484,50.136,0
20.2371,35.168,65.3646,0
21.8201,43.9503,98.6317,0
22.2065,44.6078,100.673,0
19.9025,26.5727,37.4499,0
25.5539,31.0536,39.952,0
20.5969,30.6432,55.042,0
21.1092,38.9604,85.2178,0
24.1218,29.9628,40.8282,0
33.0382,39.534,52.6648,0
26.2977,39.5197,65.9327,0
20.3671,33.9895,58.7288,0
19.0762,33.0519,60.869,0
20.9698,34.6263,62.421,0
20.5206,28.6791,41.3592,0
45.0965,52.562,70.0572,0
75.5648,79.282,87.7945,0
34.1196,42.4674,57.1835,0
34.6788,46.7277,69.6665,0
25.544,45.3378,90.6453,0
18.6002,34.4341,69.4734,0
20.838,36.771,68.5337,0
21.1828,36.2673,73.2726,0
20.4679,46.4251,116.4549,0
21.181,37.378,76.6181,0
19.6307,40.2174,89.8182,0
18.8043,29.3012,48.8639,0
21.3471,42.5447,94.6891,0
15.4104,20.0626,20.3149,0
20.1776,26.6384,33.6032,0
20.4235,32.8278,57.4341,0
19.3923,27.1286,40.7411,0
24.1175,34.9346,57.1706,0
28.6561,39.1696,60.025,0
26.0888,34.9794,56.4649,0
23.7104,42.239,80.1556,0
19.9288,35.9463,66.556,0
20.2404,41.8301,93.9355,0
20.0768,23.4613,27.2653,0
38.0113,39.9379,46.0086,0
92.0782,93.0267,91.216,0
26.8486,41.3926,70.4107,0
23.6437,35.8624,56.9826,0
22.1994,38.3193,71.5216,0
17.3881,29.5334,53.6642,0
17.5272,30.2648,57.2295,0
22.9516,32.7998,53.2787,0
18.8322,28.5409,49.3483,0
18.9479,37.272,81.2542,0
22.2411,41.8402,88.1937,0
19.3031,36.7713,76.7478,0
23.6182,35.4883,58.2961,0
17.2414,25.7942,36.2826,0
19.7149,23.804,27.5843,0
31.5719,41.9227,64.5221,0
22.3203,36.4569,68.4935,0
24.0387,46.4206,98.3884,0
22.0531,43.8006,93.087,0
24.8589,42.0063,84.5226,0
25.1922,25.0638,30.6387,0
28.0062,33.4818,44.8216,0
23.1552,32.1932,50.8323,0
17.8429,20.896,22.7641,0
22.7666,28.9926,38.288,0
77.6171,78.7824,81.8799,0
33.8766,52.3908,92.688,0
28.1465,45.6104,80.0484,0
20.9681,40.7608,90.1413,0
18.3264,37.2008,77.6753,0
28.2007,34.5435,45.7726,0
34.9975,52.5425,94.9968,0
31.8313,65.7923,150.4685,0
19.3514,36.4292,73.0929,0
18.6452,30.568,55.4983,0
18.7327,38.8666,82.3095,0
19.1678,27.4949,38.8246,0
20.3078,34.8309,60.2529,0
31.629,34.0623,31.6637,0
44.847,46.4891,44.3412,0
32.4511,32.8739,40.0063,0
23.1859,25.0473,30.9861,0
23.0807,32.3539,53.4546,0
18.948,30.2487,53.247,0
25.2338,39.4613,67.4747,0
25.1289,40.2209,68.3714,0
22.9727,40.424,72.2672,0
19.4123,33.0255,57.3993,0
23.554,33.5372,49.322,0
27.6807,32.7002,38.0816,0
33.106,46.6412,74.7465,0
25.3382,47.1468,97.8723,0
35.2566,51.2229,87.9046,0
36.7356,53.4665,92.2102,0
58.7244,61.0892,59.0463,2
54.6111,56.8445,56.2807,2
28.7783,53.5787,113.1569,0
35.8032,60.071,118.604,0
42.1012,60.0388,101.6269,0
59.5009,64.9234,66.0523,2
33.8878,52.4091,87.0985,0
53.853,68.2348,89.4676,0
96.0342,92.5025,65.8738,0
33.4851,45.7409,61.6075,0
37.9697,52.5834,76.108,0
28.1448,38.7298,55.0723,0
23.4854,35.4402,57.7905,0
23.3663,34.5517,51.0538,0
24.6784,30.1039,43.4124,0
31.7746,43.3835,76.2476,0
26.794,38.2826,63.3816,0
21.2059,32.8747,53.0682,0
19.4934,27.703,42.5917,0
22.0296,32.0629,49.7664,0
38.4177,53.9509,84.1,0
40.1518,50.6012,71.4374,0
27.613,54.2903,121.6067,0
19.7736,44.4566,108.5281,0
18.5075,31.115,56.9904,0
21.268,24.21,32.2285,0
18.5882,23.1765,32.0861,0
23.1781,35.2437,63.2309,0
30.5604,31.9337,40.844,0
41.5156,42.6706,47.408,2
52.7694,54.3033,51.6205,2
66.7271,65.3606,52.4974,2
85.3099,80.4596,60.0345,2
96.3623,94.2117,71.5361,2
99.3851,102.9697,91.7427,2
83.8229,89.8476,87.2136,2
62.6846,75.1454,96.9803,2
55.6645,65.6329,78.1572,2
45.4501,46.1927,53.9852,0
43.1976,44.6786,58.1385,0
